Speaker
Aragorn:
Boromir:
Aragorn:
Boromir:
Saruman:
Saruman:
Legolas:
Gandalf:
Aragorn:
Gandalf:
Gandalf:
Saruman:
Boromir:
Aragorn:
Gimli:
Saruman:
m:
Gandalf:
Boromir:
Gandalf:
Frodo:
Gandalf:
Gandalf:
Gandalf:
Frodo:
Gandalf:
Frodo:
Gandalf:
Frodo:
Gandalf:
Gimli:
Gimli:
Gandalf:
Legolas:
Gandalf:
Gandalf:
Merry:
Gandalf:
Gandalf:
Pippin:
Gandalf:
Pippin:
Gandalf:
Gandalf:
Aragorn:
Sam:
Aragorn:
Aragorn:
Gandalf:
Frodo:
Gandalf:
Gimli:
Boromir:
Gimli:
Legolas:
Boromir:
Boromir:
Pippin:
Sam:
Frodo:
Sam:
Frodo:
Merry:
Gandalf:
Boromir:
Aragorn:
Gandalf:
Gandalf:
Gandalf:
Gandalf:
Gimli:
Gandalf:
Merry:
mine:
Gandalf:
Pippin:
Merry:
Pippin:
Sam:
Pippin:
Merry:
Pippin:
Frodo:
Gandalf:
Frodo:
Gandalf:
Frodo:
Gandalf:
Gandalf:
Gandalf:
Frodo:
Gandalf:
Frodo:
Gandalf:
Gandalf:
Merry:
Gandalf:
Gandalf:
Gandalf:
Sam:
Gimli:
Gandalf:
Gimli:
Gandalf:
Legolas:
Gandalf:
Gandalf:
Sam:
Legolas:
Aragorn:
Boromir:
Gimli:
Sam:
Aragorn:
Frodo:
Aragorn:
Sam:
Aragorn:
Sam:
Frodo:
Aragorn:
Gandalf:
Gimli:
Gandalf:
Boromir:
Gandalf:
Aragorn:
Gandalf:
Legolas:
Boromir:
Aragorn:
Gimli:
Gimli:
Aragorn:
Legolas:
Gandalf:
Gandalf:
Frodo:
Gandalf:
Gandalf:
Gandalf:
Boromir:
Frodo:
Gandalf:
Frodo:
Boromir:
Frodo:
Aragorn:
Boromir:
Aragorn:
Aragorn:
Gimli:
Galadriel:
Gimli:
Galadriel:
Sam:
Gimli:
Gimli:
Haldir:
Gimli:
Haldir:
Legolas:
Haldir:
Aragorn:
Gimli:
Haldir:
Gimli:
Aragorn:
Haldir:
Boromir:
Haldir:
Haldir:
Celeborn:
Galadriel:
Legolas:
Galadriel:
Celeborn:
Galadriel:
Galadriel:
Legolas:
Merry:
Legolas:
Sam:
Sam:
Aragorn:
Boromir:
Aragorn:
Boromir:
call:
Galadriel:
Frodo:
Galadriel:
Galadriel:
Galadriel:
Frodo:
Galadriel:
Galadriel:
Galadriel:
Frodo:
Galadriel:
Frodo:
Galadriel:
Saruman:
Lurtz:
Saruman:
Saruman:
Celeborn:
Legolas:
Merry:
Pippin:
Celeborn:
Galadriel:
Sam:
Galadriel:
Gimli:
Galadriel:
Aragorn:
Galadriel:
Galadriel:
Galadriel:
Gimli:
Legolas:
Gimli:
Aragorn:
Boromir:
Sam:
Frodo:
Sam:
Frodo:
Sam:
Frodo:
Boromir:
Aragorn:
Boromir:
Aragorn:
Aragorn:
Aragorn:
Gimli:
Aragorn:
Gimli:
Legolas:
Aragorn:
Legolas:
Gimli:
Merry:
Boromir:
Frodo:
Boromir:
Frodo:
Boromir:
Frodo:
Boromir:
Frodo:
Boromir:
Boromir:
Boromir:
Boromir:
Frodo:
Boromir:
Frodo:
Boromir:
Boromir:
Boromir:
Aragorn:
Frodo:
Aragorn:
Frodo:
Aragorn:
Aragorn:
Frodo:
Frodo:
Ring:
Aragorn:
Frodo:
Aragorn:
Aragorn:
Aragorn:
Sam:
Lurtz:
Aragorn:
Legolas:
Merry:
Pippin:
Pippin:
Merry:
Pippin:
Merry:
Merry:
Merry:
Pippin:
Merry:
Pippin:
Pippin:
Merry:
Legolas:
Aragorn:
Boromir:
Pippin:
Aragorn:
Boromir:
Aragorn:
Boromir:
Aragorn:
Boromir:
Aragorn:
Boromir:
Aragorn:
Boromir:
Aragorn:
Boromir:
Boromir:
Aragorn:
Aragorn:
Sam:
Frodo:
Gandalf:
Sam:
Frodo:
Frodo:
Sam:
Frodo:
Frodo:
Sam:
promise:
Frodo:
Frodo:
Legolas:
Legolas:
Aragorn:
Gimli:
Aragorn:
Gimli:
Frodo:
Sam:
Frodo:
Sam:
Frodo:
this:
Frodo:
Gandalf:
Frodo:
Gandalf:
